,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average
3337,0.077034,0,0,iCarly: iGo to Japan,99,Comedy,2008-11-08,18,5.7
3338,0.068383,0,0,Strictly Sexual,100,Drama,2008-01-01,17,6.3
3339,0.067761,0,0,Zeitgeist: Addendum,123,Documentary,2008-10-02,44,7.0
3340,0.021371,3500000,7700000,Expelled: No Intelligence Allowed,90,Documentary,2008-04-18,12,4.5
3341,0.064319,0,0,Chiko,92,Drama,2008-02-09,16,6.3
3342,0.038133,0,0,Somers Town,71,Comedy,2008-08-22,11,6.8
3343,0.06066900000000001,0,0,Flirting with Forty,87,Comedy,2008-12-06,13,3.7
3344,0.054939,0,0,Lake Mungo,84,Horror,2008-06-17,24,5.9
3345,0.049250999999999996,0,0,George Carlin: It's Bad for Ya!,70,Comedy,2008-03-01,14,7.0
3346,0.045194,0,0,Home Movie,77,Drama,2008-07-10,13,4.7
3347,0.044583,0,0,Passchendaele,114,Drama,2008-10-17,11,5.5
3348,0.043578,0,0,Maradona by Kusturica,90,Documentary,2008-05-20,14,5.8
3349,0.042151999999999995,0,0,The Horribly Slow Murderer with the Extremely Inefficient Weapon,10,Comedy,2008-01-01,14,6.6
3350,0.037627999999999995,0,0,The Black Hole,3,Comedy,2008-01-01,13,7.1
3351,0.033634,0,0,One Week,94,Adventure,2008-09-08,19,7.1
3352,0.033615,0,0,Meu Nome NÃ£o Ã‰ Johnny,124,Crime,2008-01-04,23,7.3
3353,0.030837,0,0,"Coluche, L'histoire d'un Mec",103,Comedy,2008-10-15,10,6.0
3354,0.030719,0,0,The Wrecking Crew,101,Documentary,2008-03-11,14,6.8
3355,0.142713,0,0,Tokyo Mater,6,Animation,2008-12-12,11,6.2
3356,0.13654000000000002,0,0,John Adams,501,History,2008-03-16,33,6.6
3357,0.042517,0,0,Bill Burr: Why Do I Do This?,55,Comedy,2008-09-23,10,8.0
3358,0.028143,0,0,Phoebe in Wonderland,96,Drama,2008-02-07,19,6.9
3359,0.020272,0,0,The Cheetah Girls: One World,90,Comedy,2008-08-22,36,4.7
3360,0.0175199999999999,0,0,Disgrace,120,Drama,2008-09-06,12,6.3
3361,0.089871,0,0,Era Uma Vez...,117,Drama,2008-07-25,10,7.0
3362,0.030366000000000004,0,0,The Little Mermaid: Ariel's Beginning,77,Family,2008-08-26,100,6.7
3363,0.007487000000000001,8000000,0,Dante 01,82,Science Fiction,2008-01-02,18,4.5
3364,0.007325,0,0,Si puÃ² fare,111,Comedy,2008-10-31,26,7.1
3365,0.002475,0,0,Foo Fighters: Live at Wembley Stadium,120,Music,2008-08-25,10,8.4
3366,0.005391,0,887029,More Than a Game,105,Documentary,2008-09-06,10,6.4
3367,0.0032380000000000004,0,0,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,82,Documentary,2008-02-01,15,5.9
3368,0.002514,500000,0,How to Be,85,Comedy,2008-01-17,11,4.5
3369,0.0016820000000000001,0,0,Wizards On Deck With Hannah Montana,68,Family,2008-02-11,14,6.1
3370,0.001317,0,0,Fuera de carta,111,Comedy,2008-04-11,13,5.3
3371,8.411577000000001,0,0,Underworld: Endless War,18,Action,2011-10-19,21,5.9
3372,7.959227999999991,140000000,370569774,Captain America: The First Avenger,124,Action,2011-07-22,5025,6.5
3373,5.903353,15000000,76175166,Drive,100,Drama,2011-01-10,2347,7.3
3374,5.711315,125000000,1327817822,Harry Potter and the Deathly Hallows: Part 2,130,Adventure,2011-07-07,3750,7.7
3375,4.9551300000000005,380000000,1021683000,Pirates of the Caribbean: On Stranger Tides,136,Adventure,2011-05-11,3180,6.3
3376,4.50453,93000000,482860185,Rise of the Planet of the Apes,105,Thriller,2011-08-03,2578,6.9
3377,4.12352,150000000,444115007,Thor,115,Adventure,2011-04-21,4485,6.5
3378,3.5961879999999997,40000000,173930596,In Time,109,Action,2011-10-27,2068,6.6
3379,3.355611,50000000,28931401,Drive Angry,105,Fantasy,2011-02-24,378,5.3
3380,3.1866790000000003,40000000,51070807,The Mechanic,93,Action,2011-01-13,678,6.3
3381,2.9944740000000003,32000000,147332697,Source Code,93,Thriller,2011-03-30,1668,7.0
3382,2.9527400000000004,145000000,694713380,Mission: Impossible - Ghost Protocol,133,Action,2011-12-07,3036,6.7
3383,2.924415,50000000,142851197,"Crazy, Stupid, Love.",118,Comedy,2011-07-29,1577,6.9
3384,2.776061,90000000,232617430,The Girl with the Dragon Tattoo,158,Thriller,2011-12-14,1679,7.1
3385,2.754426,27000000,161849455,Limitless,105,Thriller,2011-03-08,2445,7.0
3386,2.726573,150000000,665692281,Kung Fu Panda 2,91,Animation,2011-05-25,1207,6.6
3387,2.690458,80000000,214918407,Just Go With It,117,Romance,2011-02-10,1010,6.3
3388,2.686643,35000000,117000000,Horrible Bosses,98,Comedy,2011-07-08,1417,6.4
3389,2.6570139999999998,110000000,299268508,Real Steel,127,Action,2011-09-28,1856,6.5
3390,2.633754,35000000,150483765,Friends with Benefits,109,Comedy,2011-07-21,1366,6.5
3391,2.6042490000000003,20000000,216197492,Bad Teacher,92,Comedy,2011-05-16,953,5.4
3392,2.579776,125000000,334615000,Sherlock Holmes: A Game of Shadows,129,Adventure,2011-11-22,2710,6.9
3393,2.454226,200000000,559852396,Cars 2,106,Animation,2011-06-11,1277,5.8
3394,2.4198049999999998,200000000,219851172,Green Lantern,114,Adventure,2011-06-16,1654,5.1
3395,2.4115330000000004,80000000,254455986,The Hangover Part II,102,Comedy,2011-05-25,2601,6.1
3396,2.2525049999999998,25000000,147780440,No Strings Attached,108,Comedy,2011-01-12,859,6.1
3397,2.2343,130000000,371940071,The Adventures of Tintin,107,Adventure,2011-10-25,1448,6.6
3398,2.208685,32500000,288383523,Bridesmaids,125,Romance,2011-04-28,1145,6.5
3399,2.164361,36000000,83160734,Hall Pass,105,Comedy,2011-02-25,423,5.4
3400,2.0267169999999997,50000000,260095987,Super 8,112,Thriller,2011-06-08,1527,6.6
3401,1.9728259999999997,82000000,89792502,Sucker Punch,110,Action,2011-03-24,1007,5.9
3402,1.934043,42000000,89162162,Red Riding Hood,100,Thriller,2011-03-11,533,5.5
3403,1.888096,110000000,712171856,The Twilight Saga: Breaking Dawn - Part 1,117,Adventure,2011-03-15,1658,5.8
3404,1.885979,6500000,17693675,Shame,100,Drama,2011-10-02,458,6.9
3405,1.8441189999999998,0,0,Ice Age: A Mammoth Christmas,26,Animation,2011-11-24,107,6.1
3406,1.825552,55000000,187361754,Mr. Popper's Penguins,94,Comedy,2011-06-17,465,5.7
3407,1.821261,32000000,54674226,The Tree of Life,139,Drama,2011-05-18,582,6.5
3408,1.794214,50000000,144492830,I Am Number Four,109,Action,2011-02-18,1016,6.0
3409,1.710793,90000000,484635760,Rio,96,Animation,2011-04-03,1530,6.5
3410,1.6444720000000002,15000000,133432856,The Artist,100,Drama,2011-05-15,651,7.2
3411,1.64314,80000000,169852759,Zookeeper,102,Comedy,2011-07-06,327,5.4
3412,1.6402560000000002,163000000,174822325,Cowboys & Aliens,119,Action,2011-07-29,1363,5.4
3413,1.620507,0,0,Pixie Hollow Games,23,Animation,2011-12-24,42,6.5
3414,1.592819,66000000,177584879,War Horse,146,Drama,2011-12-25,611,6.9
3415,1.531633,8000000,39187783,50/50,100,Comedy,2011-09-30,773,6.8
3416,1.499109,135000000,245724603,Rango,107,Animation,2011-03-02,1385,6.5
3417,1.493933,52000000,75450437,The Change-Up,112,Comedy,2011-08-05,440,5.9
3418,1.488615,170000000,185770160,Hugo,126,Adventure,2011-11-22,1257,6.8
3419,1.482692,40000000,85412898,The Lincoln Lawyer,119,Crime,2011-03-17,582,6.9
3420,1.4810159999999999,57000000,149217355,Ghost Rider: Spirit of Vengeance,95,Action,2011-12-10,752,4.7
3421,1.4703629999999999,15000000,59389433,One Day,107,Drama,2011-03-02,591,6.9
3422,1.46909,66000000,57777106,Killer Elite,116,Action,2011-09-23,440,6.0
3423,1.465299,37000000,96047633,The Rite,114,Drama,2011-01-28,320,5.7
3424,1.425344,30000000,14460000,Winnie the Pooh,63,Animation,2011-04-13,174,6.8
3425,1.407986,75000000,132274484,The Three Musketeers,110,Adventure,2011-08-31,589,5.5
3426,1.401424,0,0,Page Eight,99,Mystery,2011-08-28,42,6.5
3427,1.388994,8000000,1749457,Chalet Girl,96,Comedy,2011-02-02,108,6.2
3428,1.36998,0,0,Wrong Turn 4: Bloody Beginnings,93,Horror,2011-10-17,115,5.1
3429,1.3677270000000001,30000000,151119219,Midnight in Paris,94,Fantasy,2011-05-11,1117,7.2
3430,1.344998,60000000,78309131,Priest,87,Action,2011-05-05,439,5.3
3431,1.301204,0,0,Arthur Christmas,97,Drama,2011-02-22,225,6.6
3432,1.2851059999999999,12000000,22939027,Young Adult,94,Comedy,2011-12-16,219,5.2
3433,1.246852,25000000,23057115,Warrior,140,Action,2011-09-09,768,7.6
3434,1.2465950000000001,35000000,82087155,Abduction,106,Thriller,2011-09-22,631,5.5
3435,1.246283,30000000,130786397,Unknown,113,Action,2011-02-16,779,6.4
3436,1.241191,50200000,127869379,The Adjustment Bureau,106,Thriller,2011-03-03,1097,6.4
3437,1.240414,75000000,226904017,Immortals,110,Fantasy,2011-11-10,596,5.6
3438,1.22871,250000,3542353,Like Crazy,90,Drama,2011-10-28,257,6.4
3439,1.21550499999999,30000000,36160375,Larry Crowne,98,Comedy,2011-06-30,218,5.6
3440,1.21340499999999,40000000,97552050,Paul,104,Adventure,2011-02-14,1143,6.4
3441,1.2120030000000002,7000000,0,Catch .44,93,Drama,2011-12-08,71,4.9
3442,1.20877099999999,0,88025781,The Inbetweeners Movie,97,Comedy,2011-08-19,204,6.2
3443,1.205338,40000000,60965854,Colombiana,108,Action,2011-07-27,554,6.5
3444,1.19533,70000000,202466756,Battle: Los Angeles,116,Action,2011-03-08,1041,5.5
3445,1.176723,47000000,157887643,Final Destination 5,92,Horror,2011-08-12,493,5.9
3446,1.128994,30000000,2527904,Machine Gun Preacher,129,Action,2011-09-23,166,6.4
3447,1.123666,79000000,149673788,Jack and Jill,91,Comedy,2011-11-11,371,4.2
3448,1.120851,20000000,30426096,What's Your Number?,106,Comedy,2011-09-30,390,6.2
3449,1.11981,40000000,88100000,Season of the Witch,95,Adventure,2011-01-07,453,5.2
3450,1.116674,6400000,35057696,My Week with Marilyn,99,Drama,2011-10-17,212,6.7
3451,1.114169,6000000,0,Hostel: Part III,88,Horror,2011-12-27,133,4.9
3452,1.111078,50000000,120081841,We Bought a Zoo,124,Drama,2011-12-22,589,6.4
3453,1.109807,0,201146,10 Years,100,Comedy,2011-09-12,100,5.6
3454,1.107689,30000000,64626786,The Darkest Hour,89,Horror,2011-12-25,309,4.7
3455,1.105855,25000000,124272124,The Help,146,Drama,2011-08-09,1056,7.6
3456,1.102011,25000000,77278331,The Grey,117,Action,2011-12-11,955,6.3
3457,1.081676,50000000,110206216,Moneyball,133,Drama,2011-09-22,899,6.9
3458,1.079441,7000000,6038942,We Need to Talk About Kevin,112,Drama,2011-09-28,345,7.3
3459,1.074793,16000000,40492759,The Roommate,91,Thriller,2011-02-04,133,5.5
3460,1.071695,130000000,554987477,Puss in Boots,90,Action,2011-10-28,48,6.9
3461,1.058691,30000000,0,Tinker Tailor Soldier Spy,127,Drama,2011-09-16,490,6.5
3462,1.0583420000000001,120000000,227817248,The Green Hornet,119,Action,2011-01-12,854,5.4
3463,1.055533,35000000,59901913,Something Borrowed,112,Comedy,2011-05-05,180,6.0
3464,1.0542559999999999,90000000,48795021,Conan the Barbarian,113,Adventure,2011-08-17,382,5.2
3465,1.052549,0,0,A Cinderella Story: Once Upon a Song,88,Comedy,2011-09-05,140,6.1
3466,1.0488950000000001,45000000,160078586,Johnny English Reborn,101,Crime,2011-09-15,689,6.0
3467,1.045866,60000000,135458097,Contagion,106,Drama,2011-09-08,852,6.1
3468,1.043518,0,0,Dragons: Gift of the Night Fury,22,Animation,2011-11-15,85,6.6
3469,1.038162,41000000,7448385,The Big Year,100,Comedy,2011-10-14,152,5.4
3470,1.029084,17000000,43165571,Beastly,86,Drama,2011-01-21,507,6.0
3471,1.024786,19000000,35387212,A Very Harold & Kumar Christmas,108,Comedy,2011-11-04,186,6.0
3472,1.013771,35000000,28128670,The Thing,103,Horror,2011-10-12,479,6.0
3473,1.013101,75000000,152930623,Tower Heist,104,Action,2011-11-02,588,5.8
3474,1.011185,56000000,142044638,New Year's Eve,118,Comedy,2011-12-08,479,5.6
3475,1.004841,49900000,26121638,Your Highness,102,Adventure,2011-04-08,289,5.1
3476,0.9853040000000001,3500000,0,All Star Superman,76,Animation,2011-02-22,66,6.9
3477,0.982341,4000000,0,Samsara,102,Drama,2011-09-16,83,7.9
3478,0.9803069999999999,0,0,Tom and Jerry & The Wizard of Oz,59,Animation,2011-08-23,17,6.0
3479,0.954335,0,0,Honey 2,110,Drama,2011-06-23,60,5.8
3480,0.9416040000000001,5000000,25562924,Apollo 18,86,Horror,2011-07-20,205,4.9
3481,0.9348799999999999,17000000,24922237,Fright Night,106,Horror,2011-08-18,328,6.1
3482,0.9309200000000001,130000000,150406466,Happy Feet Two,100,Music,2011-11-17,232,5.8
3483,0.929466,40000000,97138686,Scream 4,111,Horror,2011-04-11,499,6.0
3484,0.9216530000000001,150000000,38992758,Mars Needs Moms,88,Adventure,2011-03-09,129,5.5
3485,0.9197299999999999,14350531,3964682,Attack the Block,88,Action,2011-05-12,427,6.4
3486,0.917718,21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,99,Family,2011-03-25,127,6.4
3487,0.910291,0,0,Puss in Boots: The Three Diablos,13,Animation,2011-12-08,73,6.8
3488,0.9079520000000001,40000000,55247881,Extremely Loud & Incredibly Close,129,Drama,2011-12-24,463,7.0
3489,0.9076219999999999,0,0,Battle of Los Angeles,91,Science Fiction,2011-03-10,35,3.9
3490,0.904531,75000000,342695435,Alvin and the Chipmunks: Chipwrecked,87,Comedy,2011-12-14,308,5.5
3491,0.9033120000000001,21000000,970816,The Beaver,91,Drama,2011-02-11,144,6.0
3492,0.897265,25000000,10324441,Straw Dogs,110,Thriller,2011-09-16,75,5.3
3493,0.8958290000000001,10000000,136836156,The Best Exotic Marigold Hotel,124,Drama,2011-11-28,310,6.8
3494,0.8790030000000001,110000000,563749323,The Smurfs,103,Animation,2011-07-29,797,5.5
3495,0.8767309999999989,0,908000,Perfect Sense,92,Drama,2011-01-24,146,6.7
3496,0.8638040000000001,30000000,63782078,Hanna,111,Action,2011-04-07,804,6.5
3497,0.859651,0,15699707,Hodejegerne,100,Thriller,2011-08-04,257,7.0
3498,0.854834,0,68945,Puncture,100,Drama,2011-09-23,69,6.6
3499,0.852907,12468389,29007412,A Few Best Men,97,Comedy,2011-10-14,87,5.7
3500,0.851701,10000000,0,Sleeping Beauty,102,Drama,2011-06-10,100,5.4
3501,0.8476360000000001,0,864659,Submarine,97,Drama,2011-03-18,252,7.4
3502,0.8461879999999989,5000000,3142154,Flypaper,87,Mystery,2011-08-19,153,6.1
3503,0.846125,3500000,19504039,Margin Call,107,Thriller,2011-09-28,313,6.6
3504,0.827785,36000000,189712432,Gnomeo & Juliet,84,Animation,2011-01-13,335,5.7
3505,0.815155,15774948,741875,Blitz,97,Crime,2011-05-20,309,6.0
3506,0.8122520000000001,0,6861102,Cedar Rapids,87,Comedy,2011-02-11,71,5.7
3507,0.8083359999999989,20000000,177243185,The Descendants,115,Comedy,2011-09-09,590,6.6
3508,0.8067350000000001,63000000,183953723,Hop,95,Animation,2011-03-30,228,5.4
3509,0.806361,45000000,24000000,The Rum Diary,120,Drama,2011-10-13,234,5.5
3510,0.803764,10000000,0,Detention,93,Horror,2011-03-16,70,5.9
3511,0.802769,6000000,19560274,The Guard,96,Action,2011-07-07,194,6.6
3512,0.801419,0,0,Sniper: Reloaded,91,War,2011-04-26,30,5.1
3513,0.80048,10000000,17273593,Our Idiot Brother,90,Comedy,2011-08-26,199,5.7
3514,0.786615,10000000,610986,The Ledge,101,Drama,2011-05-06,44,5.7
3515,0.785489,24000000,63543328,Footloose,113,Drama,2011-10-06,266,6.5
3516,0.780354,0,1296937,A Little Bit of Heaven,106,Comedy,2011-02-03,134,6.2
3517,0.7803180000000001,36000000,9612469,Trespass,91,Crime,2011-10-14,179,5.3
3518,0.779648,25000000,27603069,Carnage,80,Comedy,2011-09-16,382,6.9
3519,0.779536,100000,1776935,Another Earth,92,Drama,2011-07-22,299,6.8
3520,0.771868,12500000,75993061,The Ides of March,101,Drama,2011-09-24,591,6.4
3521,0.7670710000000001,0,12000000,Beverly Hills Chihuahua 2,93,Family,2011-02-01,30,5.0
3522,0.7605029999999989,195000000,1123746996,Transformers: Dark of the Moon,154,Action,2011-06-28,2456,6.1
3523,0.760193,5000000,205703818,Paranormal Activity 3,83,Horror,2011-10-19,406,6.0
3524,0.755324,13000000,0,Intruders,100,Horror,2011-09-12,83,5.2
3525,0.747362,70000000,67112664,The Dilemma,111,Comedy,2011-01-13,204,5.2
3526,0.734516,19000000,6928068,Take Me Home Tonight,97,Comedy,2011-03-04,120,6.3
3527,0.731793,0,9504139,Hysteria,100,Comedy,2011-06-06,131,6.5
3528,0.709051,15000000,0,Passion Play,94,Drama,2011-05-06,16,5.0
3529,0.706395,0,14347000,You're Next,95,Horror,2011-09-10,445,6.6
3530,0.70252,4000000,25345000,A Lonely Place to Die,99,Adventure,2011-04-09,77,6.1
3531,0.699052,45000000,165184237,The Muppets,103,Comedy,2011-11-22,328,6.4
3532,0.688697,27000000,85564310,Spy Kids: All the Time in the World,89,Family,2011-08-18,125,4.5
3533,0.687144,9500000,120000,Trust,104,Crime,2011-04-01,164,6.5
3534,0.6859770000000001,15000000,0,The Son of No One,90,Drama,2011-11-04,57,4.8
3535,0.6823560000000001,0,0,A Good Old Fashioned Orgy,95,Comedy,2011-09-02,47,6.0
3536,0.679469,0,34710627,Jane Eyre,120,Drama,2011-03-11,225,6.9
3537,0.666454,17000000,12355798,Seeking Justice,105,Action,2011-09-02,171,5.9
3538,0.664022999999999,0,0,Barbie: A Fairy Secret,72,Animation,2011-03-01,32,5.4
3539,0.661177999999999,40000000,45735397,Arthur,110,Comedy,2011-04-08,180,5.3
3540,0.660334,0,0,The Smurfs: A Christmas Carol,22,Comedy,2011-11-26,14,5.9
3541,0.659941,0,0,Marley & Me: The Puppy Years,86,Family,2011-06-01,24,5.7
3542,0.658652999999999,0,0,Jackass 3.5,85,Comedy,2011-08-03,107,6.2
3543,0.658095,25000000,27122040,The Eagle,114,Adventure,2011-02-08,252,5.9
3544,0.656612,25000000,34942188,The Sitter,81,Comedy,2011-12-09,213,5.4
3545,0.644722999999999,2000000,42070,Rundskop,124,Crime,2011-02-02,56,7.5
3546,0.628143999999999,0,0,Violet & Daisy,88,Thriller,2011-09-15,50,6.1
3547,0.626306,15000000,868439,W.E.,119,Drama,2011-09-01,43,5.8
3548,0.6255310000000001,0,0,La luna,7,Animation,2011-01-01,171,7.9
3549,0.615488,0,175706,Butter,90,Comedy,2011-09-03,77,5.9
3550,0.609789999999999,0,0,11/11/11,90,Horror,2011-11-11,34,4.6
3551,0.607142,0,0,Geek Charming,97,Comedy,2011-11-11,104,6.0
3552,0.605805,6000000,0,The Hit List,90,Action,2011-04-02,46,5.1
3553,0.604152,750000,78396,The Innkeepers,102,Horror,2011-12-01,104,5.2
3554,0.601594,8000000,163265,Restless,91,Drama,2011-09-16,93,6.3
3555,0.598246,5000000,0,Freerunner,87,Action,2011-09-14,24,4.1
3556,0.597094999999999,0,0,A Princess for Christmas,89,Comedy,2011-12-03,34,6.5
3557,0.597001,7700000,1072602,Coriolanus,123,Drama,2011-02-14,76,5.7
3558,0.588821,35000000,84606030,J. Edgar,137,Drama,2011-11-09,428,5.8
3559,0.587044999999999,30000000,108609310,Sanctum,108,Action,2011-02-03,193,5.7
3560,0.5854590000000001,0,0,The Sunset Limited,90,Drama,2011-02-12,45,7.0
3561,0.58425,24000000,30551495,I Don't Know How She Does It,89,Comedy,2011-09-16,94,5.2
3562,0.580693999999999,15000000,27462041,A Dangerous Method,99,Drama,2011-09-30,308,5.9
3563,0.578282,18000000,47088990,Soul Surfer,106,Action,2011-04-08,225,6.9
3564,0.570978,28000000,40547440,30 Minutes or Less,83,Action,2011-08-11,337,5.5
3565,0.570634,4798235,209696,The Awakening,107,Drama,2011-08-17,243,6.2
3566,0.566856,30000000,13521829,Hoodwinked Too! Hood VS. Evil,86,Comedy,2011-04-29,86,4.9
3567,0.5645560000000001,0,72689,Detachment,97,Drama,2011-04-24,181,7.1
3568,0.564107,0,0,Carjacked,89,Action,2011-11-22,18,5.1
3569,0.562704,0,0,Foster,90,Comedy,2011-02-10,11,6.9
3570,0.559451,0,0,Batman: Year One,64,Action,2011-09-27,161,7.1
3571,0.545038,7000000,0,Blue Crush 2,113,Drama,2011-06-07,21,5.2
3572,0.540954,0,0,Hick,99,Comedy,2011-09-10,96,5.7
3573,0.539108,20000000,17479,5 Days of War,113,War,2011-04-14,29,5.9
3574,0.534119,0,0,2012: Ice Age,91,Action,2011-06-27,63,4.0
3575,0.531976,8000000,0,Assassination Games,101,Action,2011-07-28,54,5.8
3576,0.530139,38000000,114156230,Water for Elephants,120,Drama,2011-03-15,558,6.7
3577,0.528255,50000000,38502340,Dream House,92,Drama,2011-09-30,235,5.9
3578,0.524684,10000000,1759252,A Better Life,98,Drama,2011-06-24,27,6.6
3579,0.523036,0,0,Mardi Gras: Spring Break,88,Comedy,2011-09-23,24,4.4
3580,0.521522,4000000,0,Julia X,92,Horror,2011-09-24,15,4.1
3581,0.5204300000000001,1,1378,"Love, Wedding, Marriage",90,Comedy,2011-06-03,55,5.3
3582,0.514888,0,0,That's What I Am,101,Comedy,2011-04-01,28,6.7
3583,0.512775,12000000,972512,Rampart,108,Crime,2011-12-10,63,5.2
3584,0.509793,0,3538446,Martha Marcy May Marlene,101,Drama,2011-10-21,140,6.6
3585,0.509532,5000000,3099314,Take Shelter,120,Thriller,2011-11-25,248,6.9
3586,0.506031,8000000,10130000,Prom,104,Comedy,2011-04-29,78,5.8
3587,0.49660200000000004,0,22321,Tyrannosaur,93,Drama,2011-10-07,49,7.1
3588,0.49530799999999997,0,8452,Snowtown,119,Crime,2011-05-16,46,6.3
3589,0.49518,4317946,14624826,Pina,106,Documentary,2011-02-24,48,7.2
3590,0.494147,0,0,Neverland,180,Adventure,2011-12-03,58,5.8
3591,0.493696,0,0,Air Mater,6,Animation,2011-08-04,21,5.8
3592,0.49268900000000004,0,0,JÃ¤garna 2,129,Crime,2011-09-15,13,6.3
3593,0.49264600000000003,0,0,Megamind: The Button Of Doom,16,Animation,2011-02-25,26,6.2
3594,0.491446,0,0,Retreat,89,Thriller,2011-10-14,31,5.3
3595,0.48794499999999996,1000000,34522221,Courageous,129,Drama,2011-09-30,51,6.7
3596,0.48684399999999994,0,0,The Good Witch's Family,85,Drama,2011-10-29,10,6.1
3597,0.486641,0,0,Sound of My Voice,85,Science Fiction,2011-01-22,46,5.7
3598,0.484734,40000000,5446000,Black Gold,130,Adventure,2011-12-21,55,5.6
3599,0.48351700000000003,0,0,Born To Race,99,Action,2011-03-19,27,5.7
3600,0.482803,0,0,Beethoven's Christmas Adventure,90,Comedy,2011-11-08,13,5.4
3601,0.482368,10000000,3665069,Killer Joe,102,Drama,2011-09-10,196,6.3
3602,0.478285,0,0,Small Fry,7,Animation,2011-11-23,89,6.8
3603,0.477405,0,0,TRON: The Next Day,10,Science Fiction,2011-03-14,26,5.0
3604,0.475663,32000000,83615414,"Big Mommas: Like Father, Like Son",107,Crime,2011-02-16,223,5.4
3605,0.472008,1000000,0,Grave Encounters,92,Thriller,2011-09-09,204,6.0
3606,0.47072600000000003,350000,0,Hellraiser: Revelations,75,Horror,2011-10-18,30,2.9
3607,0.46488500000000005,3500000,0,Green Lantern: Emerald Knights,84,Action,2011-04-09,82,6.5
3608,0.46351000000000003,93,2500000,From Prada to Nada,107,Comedy,2011-01-28,47,5.2
3609,0.45583999999999997,0,0,Juan de los Muertos,100,Horror,2011-10-14,50,6.2
3610,0.45555500000000004,37000000,95404397,Dolphin Tale,113,Drama,2011-09-23,103,6.6
3611,0.451669,0,0,Sharpay's Fabulous Adventure,90,Music,2011-04-19,62,5.0
3612,0.45008000000000004,0,0,Mean Girls 2,96,Comedy,2011-01-23,156,5.1
3613,0.44935699999999995,0,34564651,Salmon Fishing in the Yemen,107,Drama,2011-09-10,202,6.3
3614,0.4483,0,0,Urbanized,85,Documentary,2011-09-09,25,7.3
3615,0.44615,29000000,33662874,Xin shao lin si,131,Action,2011-01-20,59,6.4
3616,0.444626,0,0,Age of Heroes,90,Drama,2011-05-19,38,5.6
3617,0.44451899999999994,0,0,The Woman,102,Horror,2011-10-14,69,5.9
3618,0.440242,4500000,0,In the Name of the King 2: Two Worlds,96,Adventure,2011-11-03,28,4.4
3619,0.436803,125000000,626137675,Fast Five,130,Action,2011-04-20,1591,7.1
3620,0.434672,500000,0,Judas Kiss,94,Drama,2011-04-01,13,5.9
3621,0.43450600000000006,2500000,3358,Nuit Blanche,98,Action,2011-11-14,28,5.9
3622,0.431936,0,0,You May Not Kiss the Bride,97,Action,2011-04-03,34,5.6
3623,0.43132,10000000,303877,In the Land of Blood and Honey,127,Drama,2011-12-23,31,6.6
3624,0.43078999999999995,0,0,Phineas and Ferb the Movie: Across the 2nd Dimension,78,Animation,2011-08-05,71,6.7
3625,0.42982600000000004,4000000,355688,Another Happy Day,119,Comedy,2011-11-18,19,6.1
3626,0.424885,0,0,The Caller,92,Horror,2011-08-26,33,5.0
3627,0.42488000000000004,0,0,Le Skylab,113,Comedy,2011-09-19,12,6.3
3628,0.423412,6600000,37710610,Jumping the Broom,112,Comedy,2011-05-06,37,6.3
3629,0.42093,0,0,La Fille du puisatier,107,Drama,2011-04-19,36,6.5
3630,0.42067299999999996,0,0,Lemonade Mouth,106,Family,2011-04-15,87,6.8
3631,0.41920100000000005,2000000,13101672,Silent House,85,Horror,2011-01-21,63,5.2
3632,0.41825500000000004,0,1188194,Kill the Irishman,106,Action,2011-03-10,81,6.8
3633,0.417574,0,0,Trishna,117,Drama,2011-09-08,10,5.3
3634,0.41718299999999997,0,0,Too Big to Fail,97,Drama,2011-05-22,29,6.9
3635,0.415214,7300000,0,Beneath the Darkness,96,Thriller,2011-10-21,20,5.4
3636,0.41462899999999997,8000000,100915,Wuthering Heights,129,Drama,2011-09-05,36,5.6
3637,0.414037,0,0,The Veteran,98,Action,2011-04-29,26,5.7
3638,0.41357299999999997,0,15240456,African Cats,89,Documentary,2011-04-22,55,7.0
3639,0.5245270000000001,125000,3200000,Your Sister's Sister,90,Drama,2011-09-11,96,6.3
3640,0.411983,5000000,0,Elevator,84,Thriller,2011-01-01,26,4.8
3641,0.476179,0,0,Recoil,94,Action,2011-01-01,21,5.0
3642,0.410616,20000000,17425000,Monte Carlo,109,Adventure,2011-07-01,359,5.9
3643,0.410207,10831173,10654385,Win Win,106,Drama,2011-03-18,87,6.8
3644,0.409144,0,0,Swamp Shark,85,Horror,2011-06-25,10,4.9
3645,0.401778,20000000,0,Setup,85,Drama,2011-11-04,90,4.9
3646,0.400027,0,0,Dark Horse,84,Drama,2011-09-05,12,4.0
3647,0.397279,0,0,Spooky Buddies,88,Comedy,2011-09-20,13,4.4
3648,0.39689800000000003,20000000,0,The Resident,91,Thriller,2011-02-10,79,5.6
3649,0.395082,14000000,46495,Margaret,149,Drama,2011-09-30,35,5.9
3650,0.388036,0,623528,Blackthorn,98,Adventure,2011-08-31,45,6.7
3651,0.387627,0,0,Horrid Henry: The Movie,93,Comedy,2011-07-29,16,6.8
3652,0.386031,0,0,Killing Bono,114,Comedy,2011-04-01,14,5.5
